# 文書番号	予測ラベル
  3	  1
 16	  0
 24	  1
 38	  1
 67	  1
 68	  1
 81	  0
 84	  0
 91	  0
 92	  0
100	  0
105	  0
110	  1
117	  1
127	  0
130	  1
142	  0
147	  1
159	  1
173	  0
183	  0
202	  0
216	  0
233	  1
241	  0
266	  0
271	  1
280	  0
285	  1
294	  0
302	  0
331	  0
337	  1
348	  0
352	  1
357	  1
362	  1
364	  0
375	  0
380	  1
400	  1
401	  0
404	  0
408	  1
432	  1
449	  1
453	  1
463	  1
473	  0
480	  0
482	  0
493	  0
504	  0
506	  1
509	  1
520	  0
526	  1
527	  0
545	  1
568	  1
569	  1
585	  1
594	  0
604	  0
613	  1
619	  1
620	  0
622	  0
625	  0
646	  0
660	  0
673	  0
678	  0
682	  1
689	  1
698	  0
705	  1
744	  1
757	  0
771	  1
780	  1
799	  0
812	  0
820	  0
824	  1
847	  1
850	  0
853	  1
857	  0
863	  1
867	  1
878	  0
881	  0
900	  1
918	  1
923	  0
931	  0
941	  1
946	  1
947	  1
965	  0
981	  0
991	  1
996	  0
1021	  1
1026	  1
1035	  0
1066	  1
1067	  0
1080	  1
1090	  1
1102	  1
1131	  1
1132	  1
1141	  0
1162	  0
1168	  1
1178	  0
1180	  0
1183	  0
1186	  0
1188	  1
1200	  0
1206	  1
1212	  1
1213	  1
1214	  0
1229	  1
1231	  1
1240	  0
1257	  0
1271	  0
1285	  1
1340	  0
1349	  1
1369	  0
1374	  1
1383	  0
1401	  1
1402	  1
1415	  1
1416	  1
1430	  0
1444	  0
1445	  0
1452	  0
1462	  0
1481	  0
1485	  0
1488	  0
1489	  0
1496	  0
1501	  0
1512	  0
1529	  0
1530	  0
1537	  0
1538	  1
1550	  0
1558	  0
1559	  0
1565	  0
1582	  1
1616	  0
1621	  0
1641	  0
1647	  0
1654	  0
1659	  0
1667	  1
1674	  0
1675	  0
1694	  0
1706	  0
1722	  0
1754	  0
1758	  0
1761	  0
1770	  0
1772	  0
1781	  0
1793	  0
1803	  0
1812	  0
1814	  0
1816	  0
1828	  0
1868	  0
1878	  0
1879	  0
1908	  0
1915	  0
1916	  0
1920	  0
1931	  0
1958	  0
1990	  0
2013	  0
2019	  0
2033	  0
2036	  0
2042	  0
2043	  0
2058	  0
2063	  0
2064	  0
2087	  0
2088	  0
2094	  0
2100	  0
2113	  0
2122	  0
