# 文書番号	予測ラベル
 11	  1
 12	  1
 23	  0
 31	  1
 57	  1
 75	  0
 86	  1
108	  0
121	  0
126	  0
153	  1
161	  0
176	  1
180	  0
181	  1
193	  1
206	  1
210	  1
220	  1
228	  0
232	  0
237	  1
238	  1
251	  1
253	  1
258	  0
259	  1
265	  0
268	  1
289	  0
291	  0
292	  0
296	  1
311	  0
313	  1
314	  1
317	  1
318	  1
343	  0
346	  1
369	  1
377	  1
385	  0
402	  0
427	  1
428	  1
433	  0
439	  1
441	  0
457	  0
459	  1
474	  1
501	  1
512	  1
514	  1
522	  1
525	  1
547	  1
553	  1
559	  1
575	  0
582	  1
590	  0
593	  1
597	  1
600	  0
601	  1
611	  1
665	  0
667	  1
670	  1
679	  0
691	  1
696	  1
700	  0
716	  1
720	  1
728	  0
729	  0
733	  1
735	  1
739	  1
746	  0
758	  0
785	  1
814	  0
815	  0
827	  1
828	  1
835	  1
836	  1
840	  0
860	  1
872	  0
883	  1
898	  1
921	  0
926	  1
930	  1
952	  0
1000	  1
1009	  1
1043	  1
1052	  1
1055	  1
1079	  1
1091	  1
1123	  1
1134	  1
1136	  1
1145	  1
1148	  0
1153	  1
1154	  1
1179	  0
1189	  1
1207	  1
1221	  1
1239	  1
1246	  0
1255	  1
1262	  0
1274	  0
1276	  1
1278	  0
1281	  0
1286	  1
1290	  1
1298	  1
1303	  1
1315	  1
1316	  0
1320	  0
1333	  1
1357	  1
1360	  1
1364	  1
1391	  0
1395	  1
1398	  0
1405	  1
1414	  1
1419	  0
1422	  0
1424	  0
1438	  1
1439	  0
1465	  0
1474	  0
1478	  1
1480	  1
1492	  0
1504	  1
1510	  0
1528	  0
1539	  1
1540	  1
1574	  0
1588	  1
1610	  1
1612	  0
1614	  1
1638	  0
1648	  0
1656	  0
1657	  0
1670	  0
1678	  0
1680	  0
1703	  1
1709	  0
1720	  0
1727	  0
1729	  1
1733	  1
1743	  0
1751	  1
1760	  0
1768	  0
1779	  0
1787	  1
1788	  1
1810	  1
1813	  0
1819	  0
1834	  0
1839	  0
1845	  0
1849	  0
1858	  0
1863	  0
1865	  0
1869	  0
1884	  0
1892	  0
1893	  0
1904	  0
1911	  0
1932	  0
1939	  1
1942	  0
1945	  0
1947	  1
1955	  0
1957	  0
1968	  1
1973	  0
1993	  0
2016	  0
2031	  0
2048	  0
2053	  0
2056	  0
2061	  0
2067	  0
2073	  0
2077	  0
2091	  1
2093	  0
2114	  0
2117	  0
2148	  0
2152	  1
2162	  1
2163	  0
2172	  1
2181	  0
2188	  0
2199	  0
2205	  0
2222	  0
2224	  0
2233	  0
2237	  1
2239	  0
2242	  0
2249	  0
2253	  0
2259	  1
2265	  0
2269	  0
2277	  0
2299	  0
2301	  0
2312	  0
2316	  0
2337	  0
2341	  1
2345	  1
2351	  0
2356	  0
2362	  0
2373	  0
2377	  0
2381	  0
2390	  0
2391	  0
2394	  0
2453	  1
2465	  0
2473	  0
2483	  1
2485	  1
2489	  0
2494	  1
2496	  0
2504	  0
2505	  0
2515	  0
2544	  0
2546	  1
2547	  0
2551	  0
2568	  0
2575	  1
2576	  0
2596	  0
2606	  0
2617	  0
2632	  0
2652	  0
2653	  1
2665	  0
2667	  0
2674	  0
2681	  0
2684	  0
2700	  0
2701	  0
2722	  0
2723	  0
2756	  0
2809	  1
2821	  0
2840	  0
2871	  0
2876	  1
2879	  0
2888	  0
2895	  0
2916	  0
2919	  0
2927	  1
2929	  0
2951	  1
2953	  0
2969	  0
2985	  0
2997	  0
2998	  0
3002	  0
3012	  0
3018	  0
