# 文書番号	予測ラベル
  9	  1
 10	  1
 40	  1
 45	  1
 58	  0
 64	  1
 65	  0
 80	  1
 88	  0
 89	  0
 93	  1
 96	  1
 98	  1
 99	  0
106	  1
116	  1
123	  1
141	  1
145	  0
150	  0
154	  0
163	  1
187	  1
190	  0
191	  1
196	  0
208	  1
221	  0
230	  1
234	  0
244	  0
246	  0
254	  1
261	  0
262	  1
270	  1
275	  1
283	  0
299	  1
338	  1
358	  1
359	  1
363	  1
391	  1
411	  1
414	  1
421	  1
423	  1
429	  1
498	  1
518	  0
532	  0
535	  1
549	  1
595	  0
606	  1
614	  1
631	  0
635	  0
677	  1
687	  0
699	  1
710	  1
719	  1
723	  1
724	  1
754	  0
755	  0
765	  0
770	  0
775	  1
792	  1
818	  1
823	  0
829	  0
831	  1
859	  0
866	  1
868	  1
873	  0
877	  1
891	  1
895	  1
897	  1
899	  0
903	  1
907	  0
909	  1
913	  1
920	  1
925	  1
935	  1
936	  1
938	  0
948	  1
951	  0
975	  1
976	  1
977	  1
990	  1
1001	  1
1006	  1
1014	  1
1020	  0
1023	  1
1031	  0
1033	  0
1036	  1
1058	  1
1061	  1
1070	  1
1074	  1
1076	  0
1104	  1
1107	  0
1110	  1
1120	  0
1129	  1
1152	  1
1158	  0
1160	  1
1204	  1
1209	  0
1243	  1
1259	  1
1261	  1
1273	  1
1282	  1
1295	  1
1302	  0
1306	  1
1314	  0
1339	  1
1342	  1
1345	  1
1347	  1
1356	  1
1365	  1
1382	  1
1390	  0
1404	  1
1417	  0
1418	  0
1427	  0
1429	  0
1433	  0
1434	  1
1463	  0
1467	  1
1470	  0
1473	  0
1491	  0
1494	  1
1495	  1
1532	  0
1551	  0
1555	  0
1581	  0
1592	  0
1594	  1
1599	  0
1604	  0
1606	  0
1620	  0
1622	  1
1640	  0
1668	  1
1671	  0
1681	  0
1691	  1
1712	  1
1719	  0
1726	  0
1728	  0
1731	  0
1742	  0
1747	  0
1759	  1
1765	  0
1790	  0
1798	  0
1805	  0
1824	  1
1825	  0
1829	  0
1842	  0
1844	  0
1854	  0
1855	  0
1856	  0
1857	  1
1861	  0
1886	  0
1891	  0
1895	  0
1907	  0
1923	  0
1929	  0
1948	  0
1961	  0
1972	  1
1989	  0
1991	  1
2006	  0
2010	  0
2022	  0
2035	  0
2051	  0
2071	  0
2084	  0
2089	  0
2099	  1
2102	  0
2120	  0
2121	  0
2123	  1
2126	  0
2184	  1
2217	  0
2260	  0
2264	  0
2276	  1
2280	  0
2284	  0
2287	  1
2298	  0
2322	  0
2349	  0
2354	  0
2358	  1
2382	  0
2388	  1
2396	  0
2397	  0
2400	  0
2404	  0
2416	  0
2441	  0
2454	  0
2456	  0
2470	  0
2477	  0
2503	  0
2511	  0
2513	  0
2520	  0
2527	  1
2530	  0
2532	  0
2538	  0
2543	  0
2580	  0
2590	  0
2595	  1
2597	  0
2605	  0
2608	  0
2621	  0
2633	  0
2634	  0
2639	  1
2644	  0
2650	  0
2691	  0
2699	  1
2702	  0
2712	  0
2714	  0
2724	  1
2733	  1
2736	  0
2757	  1
2758	  0
2768	  0
2783	  1
2789	  0
2790	  1
2794	  0
2807	  0
2808	  0
2825	  0
2831	  0
2846	  0
2850	  0
2858	  0
2867	  0
2873	  0
2897	  0
2901	  0
2908	  0
2926	  0
2941	  1
2945	  0
2952	  0
2955	  1
2962	  0
2991	  0
2996	  0
3015	  0
3038	  0
3061	  0
3062	  0
3069	  0
3099	  0
3124	  0
3138	  0
3141	  0
3178	  0
3179	  0
3191	  0
3202	  0
3210	  0
3241	  1
3258	  1
3262	  0
3273	  0
3275	  0
3277	  0
3286	  0
3291	  1
3297	  0
3308	  0
3314	  0
3316	  1
3321	  0
3324	  1
3330	  0
3334	  1
3338	  0
3348	  0
3359	  0
3370	  0
3375	  0
3378	  0
3384	  1
3385	  0
3400	  0
3411	  0
3414	  0
3431	  1
3438	  0
3464	  0
3476	  0
3484	  1
3487	  1
3494	  0
3506	  0
3509	  0
3521	  0
3522	  0
3532	  0
3539	  0
3556	  1
3562	  0
3564	  1
3565	  0
3574	  1
3586	  0
3591	  0
3613	  0
3643	  0
3654	  0
3673	  0
3676	  1
3690	  0
3692	  1
3693	  1
3702	  1
3723	  0
3726	  0
3739	  0
3746	  0
3755	  0
3762	  0
3782	  0
3786	  0
3792	  0
3793	  0
3803	  0
3810	  0
3813	  0
3836	  0
3838	  0
3839	  0
3840	  0
3844	  0
3859	  0
3862	  0
3873	  0
3877	  0
3882	  0
3886	  1
3902	  0
3918	  0
3922	  0
3940	  0
3945	  0
3952	  0
3978	  0
3983	  1
3988	  0
4008	  1
4010	  1
4057	  0
4059	  0
4068	  0
4083	  0
4101	  0
4103	  0
4112	  0
4118	  0
4121	  0
4129	  0
4139	  1
4157	  0
4164	  0
4179	  0
4185	  0
4189	  0
4231	  0
4236	  0
4261	  0
4267	  0
4273	  0
4277	  0
4303	  0
4308	  0
4319	  0
4324	  0
4372	  0
4387	  0
4397	  0
4411	  0
4451	  0
4454	  0
4481	  0
4482	  0
4487	  0
4502	  0
4546	  0
4623	  0
4649	  0
4654	  1
4656	  0
4660	  0
4671	  0
4677	  0
4710	  0
4734	  0
4745	  0
4746	  0
4749	  1
4771	  0
4774	  0
4777	  1
4788	  0
4801	  0
4802	  1
4815	  0
4834	  0
4836	  0
4837	  0
4864	  0
4865	  0
4869	  0
4878	  0
4885	  0
4890	  0
4899	  0
4912	  0
4914	  0
4922	  0
4938	  0
4974	  0
4982	  0
5009	  0
5011	  0
5023	  0
5034	  0
5040	  0
5041	  0
5044	  0
5047	  1
5051	  0
5058	  0
5062	  0
5063	  0
5065	  0
5079	  0
5080	  0
