# 文書番号	予測ラベル
  8	  1
 19	  1
 21	  0
 22	  1
 47	  1
 48	  1
 62	  1
 71	  1
 85	  1
103	  1
120	  1
128	  1
170	  1
172	  1
186	  1
195	  1
200	  1
213	  1
231	  0
240	  1
269	  1
273	  1
274	  1
279	  0
286	  0
287	  1
288	  0
308	  1
309	  0
312	  0
329	  1
333	  1
334	  1
355	  1
356	  1
366	  0
370	  1
371	  0
386	  1
392	  1
403	  1
452	  0
454	  1
461	  1
465	  0
477	  0
478	  0
489	  1
491	  0
495	  1
531	  1
533	  1
544	  1
556	  0
565	  1
576	  1
578	  1
580	  1
581	  0
583	  1
615	  1
641	  1
652	  1
654	  1
655	  1
676	  1
683	  0
697	  0
706	  1
718	  1
725	  0
740	  0
745	  1
772	  0
787	  1
802	  0
808	  1
817	  1
845	  1
846	  0
849	  1
880	  0
884	  1
887	  0
889	  1
910	  1
922	  0
932	  1
944	  1
954	  1
956	  0
962	  0
970	  0
985	  1
998	  1
1022	  1
1028	  1
1030	  1
1037	  0
1038	  0
1045	  1
1047	  1
1056	  0
1057	  1
1064	  1
1077	  1
1078	  1
1089	  0
1099	  1
1130	  1
1144	  1
1161	  0
1164	  0
1176	  1
1184	  0
1199	  0
1208	  1
1217	  1
1223	  1
1225	  0
1230	  1
1247	  0
1250	  0
1252	  1
1256	  0
1264	  1
1279	  1
1294	  1
1307	  1
1313	  0
1317	  1
1321	  1
1323	  1
1325	  1
1332	  1
1343	  1
1346	  1
1362	  0
1370	  1
1373	  0
1375	  1
1392	  1
1420	  0
1421	  1
1428	  0
1447	  1
1449	  0
1450	  0
1457	  0
1477	  0
1498	  0
1520	  0
1535	  0
1542	  1
1554	  1
1570	  1
1596	  0
1601	  0
1605	  0
1618	  0
1624	  0
1625	  0
1630	  0
1663	  0
1665	  0
1666	  0
1673	  0
1705	  0
1732	  0
1734	  0
1744	  0
1776	  0
1784	  0
1785	  0
1786	  0
1792	  1
1794	  1
1797	  0
1802	  0
1808	  0
1822	  0
1847	  0
1875	  0
1880	  0
1889	  0
1890	  0
1899	  0
1962	  0
1975	  0
1976	  0
1979	  0
1981	  0
1982	  0
1999	  0
2002	  0
2012	  0
2021	  0
2029	  0
2059	  0
2065	  0
2076	  0
2097	  0
2098	  0
2105	  0
2106	  0
2136	  1
2140	  0
2146	  0
2161	  0
2170	  0
2178	  0
2182	  0
2194	  0
2216	  0
2245	  0
2266	  0
2272	  0
2274	  0
2292	  0
2302	  0
2304	  0
2306	  0
2308	  0
2321	  0
2342	  0
2359	  1
2364	  1
2371	  0
2372	  0
2375	  0
2376	  0
2392	  0
2403	  0
2410	  0
2434	  0
2436	  0
2439	  0
2447	  0
2448	  0
2475	  0
2481	  0
2506	  0
2517	  0
2518	  0
2521	  0
2529	  1
2542	  0
2556	  0
2559	  1
2563	  0
2566	  0
2570	  1
2584	  0
2585	  0
2599	  0
2600	  0
2613	  0
2616	  0
2619	  0
2622	  0
2625	  0
2626	  0
2635	  1
2636	  0
2646	  1
2647	  1
2666	  0
2669	  0
2670	  0
2677	  0
2678	  0
2680	  0
2694	  0
2698	  0
2708	  0
2710	  1
2711	  0
2732	  1
2755	  1
2762	  0
2771	  0
2774	  0
2784	  0
2796	  0
2806	  0
2813	  0
2819	  0
2828	  1
2838	  0
2874	  0
2884	  0
2886	  1
2892	  0
2910	  0
2913	  0
2933	  0
2942	  0
2943	  1
2944	  0
2956	  0
2966	  0
2967	  0
2978	  0
2980	  0
2982	  0
2993	  0
3006	  1
3008	  0
3016	  0
3023	  0
3025	  0
3036	  0
3053	  0
3066	  0
3067	  0
3084	  0
3095	  0
3110	  0
3112	  0
3119	  0
3128	  1
3130	  0
3161	  0
3181	  1
3200	  1
3211	  0
3213	  0
3214	  0
3221	  0
3224	  0
3234	  0
3235	  0
3248	  0
3255	  0
3269	  1
3274	  0
3290	  0
3296	  0
3298	  0
3301	  0
3311	  0
3323	  0
3328	  0
3345	  0
3353	  0
3367	  0
3374	  0
3376	  0
3380	  0
3392	  0
3395	  0
3404	  1
3409	  1
3422	  0
3432	  1
3436	  0
3455	  0
3463	  0
3468	  0
3480	  1
3481	  1
3486	  1
3502	  0
3523	  0
3529	  0
3541	  0
3543	  1
3546	  0
3555	  0
3557	  0
3599	  1
3601	  0
3621	  0
3626	  0
3627	  0
3663	  0
3666	  0
3671	  0
3678	  1
3681	  0
3691	  1
3694	  0
3697	  1
3729	  0
3730	  0
3736	  0
3742	  0
3744	  0
3745	  0
3759	  0
3770	  0
3778	  1
3794	  0
3805	  0
3842	  0
3857	  0
3866	  0
3881	  0
3883	  0
3892	  1
3893	  0
3926	  0
3934	  0
3938	  0
3954	  0
3955	  0
4000	  0
4013	  0
4014	  1
4018	  0
4021	  0
4027	  0
4043	  0
4052	  0
4066	  0
4075	  0
4084	  0
4092	  0
4115	  0
4116	  0
4120	  0
4143	  0
4156	  0
4163	  0
4170	  1
4173	  0
4180	  0
4181	  0
4182	  0
4197	  0
4218	  0
4225	  1
4262	  0
4263	  0
4264	  0
4265	  0
4275	  0
4294	  0
4306	  0
4307	  0
4311	  0
4341	  0
4343	  0
4352	  1
4353	  0
4359	  0
4386	  0
4403	  0
4405	  0
4409	  0
4414	  0
4416	  0
4432	  0
4434	  0
4440	  0
4443	  0
4456	  0
4460	  1
4461	  0
4462	  0
4471	  0
4484	  0
4516	  0
4529	  0
4543	  0
4549	  0
4574	  0
4581	  1
4606	  0
4610	  0
4620	  0
4626	  0
4640	  0
4644	  0
4646	  0
4663	  0
4689	  0
4696	  0
4698	  1
4715	  0
4720	  0
4721	  0
4726	  0
4731	  0
4739	  1
4740	  0
4742	  0
4766	  0
4768	  0
4769	  0
4790	  0
4798	  0
4831	  0
4832	  0
4892	  0
4898	  0
4902	  0
4904	  1
4905	  0
4917	  0
4920	  0
4935	  0
4941	  0
4950	  0
4952	  0
4984	  0
4994	  0
4996	  0
4997	  0
5000	  0
5018	  0
5033	  1
5042	  0
5048	  0
5087	  0
5092	  0
5093	  0
5094	  0
5095	  0
5096	  0
5106	  0
5107	  0
5114	  0
5118	  0
5130	  0
5146	  0
5152	  0
5163	  0
5164	  0
5187	  0
5189	  0
5200	  0
5201	  0
5208	  0
5210	  0
5211	  0
5226	  0
5260	  0
5268	  0
5282	  0
5290	  0
5291	  1
5305	  0
5319	  0
5323	  0
5336	  0
5338	  0
5344	  0
5353	  0
5358	  0
5363	  0
5368	  0
5371	  0
5384	  0
5394	  1
5396	  0
5409	  0
5415	  0
5431	  0
5445	  0
5456	  1
5464	  1
5479	  0
5481	  0
5485	  1
5488	  0
5508	  0
5513	  1
5575	  0
5586	  0
5604	  0
5611	  0
5613	  0
5631	  1
5673	  0
5677	  0
5714	  0
5719	  0
5734	  0
5736	  0
5746	  0
5754	  0
5761	  0
5779	  0
5780	  0
5785	  0
5786	  0
5820	  0
5830	  0
5836	  0
5847	  0
5848	  0
5851	  0
5862	  0
5888	  0
5928	  0
5940	  0
5951	  0
5967	  0
5981	  0
5999	  1
6012	  1
6015	  0
6016	  0
6045	  0
6065	  0
6070	  0
