# 文書番号	予測ラベル
 15	  0
 18	  1
 46	  1
 59	  0
 66	  0
 69	  1
 70	  1
 72	  1
102	  0
138	  1
143	  1
144	  1
146	  1
158	  1
182	  1
184	  1
189	  1
205	  0
227	  0
236	  0
242	  1
249	  0
257	  1
260	  1
264	  1
281	  1
284	  1
316	  1
319	  1
324	  1
336	  0
350	  0
368	  0
388	  1
399	  0
406	  1
412	  0
418	  1
419	  1
437	  1
456	  0
466	  1
469	  0
471	  1
485	  1
488	  0
497	  0
503	  1
505	  1
513	  1
524	  1
541	  0
550	  0
551	  1
552	  1
561	  1
572	  1
587	  1
591	  0
598	  0
607	  1
609	  0
650	  1
659	  0
663	  1
685	  0
695	  0
702	  1
712	  0
730	  1
749	  1
764	  1
777	  0
782	  1
788	  1
790	  1
791	  1
795	  0
796	  1
803	  1
811	  0
848	  1
852	  0
854	  1
862	  1
864	  1
874	  1
879	  1
882	  1
904	  1
916	  0
927	  0
955	  1
964	  0
982	  1
983	  0
986	  1
1004	  1
1019	  1
1040	  0
1044	  0
1049	  1
1060	  1
1062	  1
1065	  1
1085	  1
1093	  1
1101	  0
1116	  0
1119	  1
1126	  1
1135	  1
1140	  1
1142	  1
1146	  0
1149	  1
1155	  1
1157	  1
1165	  1
1166	  1
1177	  1
1181	  0
1182	  1
1191	  1
1194	  1
1201	  1
1203	  0
1215	  0
1222	  0
1238	  1
1241	  1
1248	  1
1249	  1
1268	  1
1283	  1
1284	  1
1287	  1
1366	  1
1380	  0
1399	  1
1403	  1
1409	  0
1432	  1
1437	  0
1454	  0
1479	  0
1505	  0
1519	  1
1526	  0
1527	  0
1541	  1
1544	  0
1545	  0
1546	  0
1547	  0
1560	  0
1562	  0
1575	  0
1597	  0
1602	  0
1603	  1
1611	  1
1619	  0
1637	  0
1639	  0
1655	  0
1676	  0
1682	  0
1690	  1
1692	  0
1708	  0
1714	  0
1721	  0
1724	  1
1753	  0
1755	  0
1774	  0
1780	  0
1796	  0
1809	  0
1820	  0
1835	  0
1840	  0
1841	  0
1843	  0
1877	  1
1906	  1
1912	  0
1914	  1
1917	  0
1937	  0
1938	  0
1954	  0
1994	  0
2001	  0
2003	  0
2011	  0
2023	  0
2030	  0
2034	  0
2038	  0
2039	  0
2057	  0
2066	  0
2078	  0
2080	  0
2096	  0
2103	  0
2111	  0
2118	  0
2130	  0
2138	  0
2144	  1
2150	  0
2156	  0
2157	  0
2158	  0
2159	  0
2166	  0
2179	  0
2191	  0
2210	  0
2218	  0
2227	  0
2231	  0
2236	  0
2238	  0
2246	  0
2248	  0
2254	  1
2255	  1
2257	  0
2261	  0
2278	  0
2283	  1
2294	  0
2333	  0
2363	  0
2365	  0
2389	  0
2423	  0
2457	  0
2471	  0
2508	  0
2514	  0
2526	  1
2533	  0
2545	  0
2562	  1
2581	  0
2588	  0
2607	  0
2612	  0
2628	  0
2643	  0
2645	  0
2648	  1
2656	  0
2661	  0
2671	  0
2676	  0
2689	  0
2706	  0
2707	  1
2717	  0
2718	  0
2753	  0
2761	  0
2763	  0
2782	  0
2788	  0
2797	  0
2799	  0
2800	  0
2811	  0
2812	  0
2826	  0
2832	  0
2842	  0
2857	  0
2862	  0
2870	  1
2872	  0
2911	  0
2917	  0
2918	  0
2921	  0
2928	  0
2938	  0
2964	  0
2973	  0
2975	  0
2977	  0
2992	  0
2994	  1
3000	  0
3024	  0
3027	  0
3040	  0
3047	  0
3077	  0
3083	  0
3089	  0
3102	  0
3108	  0
3115	  0
3116	  0
3126	  0
3133	  0
3154	  0
3168	  1
3169	  1
3172	  0
3177	  0
3183	  0
3192	  0
3218	  1
3233	  0
3253	  0
3254	  0
3270	  1
3288	  1
3294	  0
3325	  0
3329	  1
3337	  0
3344	  1
3352	  0
3356	  0
3362	  1
3363	  0
3364	  0
3405	  0
3420	  0
3421	  0
3423	  0
3425	  1
3447	  0
3449	  1
3453	  1
3479	  0
3483	  0
3489	  0
3497	  0
3499	  1
3507	  0
3508	  0
3518	  0
3537	  0
3540	  0
3548	  0
3550	  0
3554	  0
3567	  0
