# 文書番号	予測ラベル
  1	  1
  2	  0
 17	  1
 34	  1
 61	  1
 63	  0
 76	  1
 78	  0
 83	  1
 87	  1
 90	  0
 94	  1
109	  0
129	  1
135	  1
149	  1
156	  1
157	  1
165	  1
174	  0
194	  1
198	  1
201	  1
214	  0
224	  0
252	  1
272	  1
278	  1
282	  0
306	  1
310	  0
320	  1
322	  1
323	  1
327	  1
328	  0
344	  0
376	  0
389	  1
398	  1
415	  1
420	  1
422	  1
438	  1
440	  0
442	  1
458	  1
472	  1
481	  1
487	  1
499	  0
523	  1
530	  1
536	  1
542	  0
543	  1
546	  0
548	  1
557	  1
558	  0
574	  0
599	  1
602	  1
612	  1
626	  0
628	  0
644	  0
664	  1
666	  1
692	  1
709	  1
711	  0
717	  1
721	  1
732	  1
738	  1
742	  0
762	  1
766	  1
769	  1
783	  1
789	  1
793	  1
797	  1
810	  1
822	  0
830	  0
844	  1
858	  0
888	  1
906	  1
908	  1
917	  0
929	  1
933	  0
949	  0
966	  1
972	  0
984	  1
989	  0
999	  1
1003	  1
1007	  0
1032	  1
1050	  0
1054	  1
1083	  1
1092	  0
1103	  0
1106	  0
1121	  1
1138	  1
1159	  0
1170	  1
1171	  1
1187	  0
1190	  1
1197	  0
1216	  0
1227	  0
1228	  1
1234	  1
1242	  0
1251	  0
1260	  1
1267	  1
1289	  0
1291	  0
1305	  1
1311	  1
1322	  1
1337	  1
1338	  0
1354	  0
1358	  1
1361	  0
1379	  1
1384	  1
1388	  1
1396	  1
1397	  1
1408	  0
1435	  0
1451	  0
1471	  0
1493	  0
1500	  0
1508	  0
1516	  1
1518	  0
1524	  0
1534	  0
1536	  0
1548	  1
1549	  1
1557	  0
1566	  0
1583	  0
1589	  0
1609	  0
1615	  0
1626	  0
1632	  0
1635	  0
1653	  0
1658	  0
1661	  0
1686	  0
1687	  1
1695	  1
1696	  0
1697	  0
1707	  0
1711	  1
1718	  0
1730	  0
1736	  0
1739	  0
1741	  0
1745	  0
1752	  1
1756	  0
1757	  0
1763	  0
1777	  0
1791	  0
1800	  0
1838	  0
1851	  0
1853	  0
1862	  0
1871	  0
1874	  0
1876	  0
1881	  0
1883	  0
1885	  1
1897	  0
1919	  1
1922	  0
1940	  1
1941	  0
1956	  0
1963	  0
1966	  0
1980	  0
1984	  0
1987	  0
1992	  0
2004	  0
2009	  0
2014	  0
2015	  0
2020	  0
2062	  0
2075	  1
2101	  0
2131	  1
2137	  1
2145	  0
2160	  0
2165	  0
2185	  0
2187	  0
2189	  0
2193	  0
2198	  0
2203	  0
2204	  0
2215	  0
2220	  1
2221	  0
2232	  0
2241	  0
2285	  0
2290	  0
2300	  0
2309	  0
2310	  0
2324	  0
2330	  1
2331	  0
2339	  0
2348	  0
2352	  0
2378	  0
2385	  0
2393	  0
2395	  0
2398	  0
2399	  0
2406	  0
2421	  1
2425	  0
2442	  0
2443	  0
2459	  0
2478	  0
2479	  0
2480	  0
2486	  1
2488	  0
2509	  0
2524	  0
2536	  0
2540	  1
2552	  0
2554	  0
2561	  0
2567	  1
2571	  1
2579	  0
2589	  0
2594	  0
2640	  0
2664	  0
2668	  0
2685	  0
2686	  0
2692	  0
2695	  0
2715	  1
2720	  0
2721	  0
2725	  0
2737	  0
2742	  0
2745	  1
2750	  0
2781	  0
2786	  0
2795	  0
2798	  0
2810	  0
2816	  0
2830	  0
2837	  1
2843	  1
2844	  0
2847	  0
2856	  0
2859	  0
2865	  0
2869	  0
2878	  0
2882	  0
2896	  0
2906	  1
2914	  0
2924	  1
2950	  0
2976	  0
2979	  0
2983	  0
2988	  1
3014	  1
3032	  0
3057	  0
3060	  1
3073	  0
3075	  1
3082	  0
3088	  1
3093	  0
3097	  1
3111	  0
3123	  0
3132	  1
3139	  0
3140	  0
3148	  0
3151	  1
3163	  0
3212	  0
3220	  1
3228	  1
3245	  0
3250	  1
3259	  0
3260	  0
3264	  0
3295	  0
3302	  0
3309	  0
3313	  0
3317	  0
3319	  0
3320	  0
3333	  0
3335	  0
3349	  0
3371	  0
3379	  0
3387	  0
3389	  0
3391	  0
3424	  0
3428	  0
3429	  0
3448	  0
3454	  0
3459	  0
3474	  0
3485	  0
3488	  0
3493	  0
3514	  0
3515	  0
3525	  0
3531	  0
3560	  0
3563	  1
3584	  0
3600	  0
3604	  0
3605	  0
3609	  0
3611	  1
3616	  0
3618	  0
3620	  0
3623	  0
3629	  0
3633	  0
3634	  0
3635	  0
3636	  0
3640	  0
3641	  0
3650	  0
3686	  0
3696	  1
3704	  0
3733	  0
3735	  0
3743	  0
3764	  0
3769	  0
3772	  0
3784	  0
3795	  0
3808	  0
3819	  0
3822	  0
3837	  0
3849	  0
3852	  0
3901	  0
3903	  0
3913	  0
3927	  0
3941	  0
3942	  0
3947	  1
3958	  0
3965	  0
3972	  0
3980	  0
4001	  0
4016	  0
4017	  0
4024	  0
4040	  0
4062	  0
4087	  1
4104	  0
4106	  0
4127	  0
4128	  0
4131	  0
4141	  0
4142	  0
4147	  1
4158	  0
4194	  0
4196	  0
4214	  0
4226	  0
4230	  0
4238	  0
4253	  0
4271	  0
4287	  0
4326	  0
4327	  0
4348	  1
4368	  0
4378	  1
4381	  0
4390	  0
4393	  0
4407	  0
4408	  0
4413	  1
4446	  0
4466	  0
4473	  0
4478	  0
4483	  0
4486	  0
4490	  0
4498	  0
4501	  0
4509	  0
4514	  0
4515	  1
4517	  0
4524	  0
4530	  1
4542	  0
4548	  0
4551	  0
4557	  0
4561	  0
4567	  0
4568	  0
4576	  0
4580	  0
4591	  0
4597	  0
4603	  0
4604	  0
4611	  0
4631	  1
4642	  0
4657	  1
4661	  0
4665	  0
4675	  0
4685	  1
4701	  1
4708	  0
4709	  0
4724	  0
4725	  0
4755	  0
4756	  0
4791	  0
4796	  0
4826	  1
4844	  0
4845	  0
4857	  0
4883	  0
4893	  0
4895	  0
4896	  0
4907	  0
4915	  0
4931	  0
4932	  0
4933	  0
4940	  1
4945	  0
4959	  0
4965	  0
4967	  0
4968	  0
4986	  0
4992	  0
5001	  0
5012	  0
5021	  0
5024	  0
5026	  1
5045	  0
5052	  0
5076	  0
5089	  0
5128	  0
5167	  1
5179	  0
5183	  1
5221	  0
5255	  0
5263	  0
5264	  0
5265	  0
5300	  1
5301	  1
5321	  1
5346	  0
5362	  0
5364	  0
5369	  0
5377	  0
5378	  0
5410	  0
5419	  0
5422	  0
5428	  0
5446	  0
5465	  0
5470	  1
5474	  0
5475	  0
5480	  0
5483	  0
5521	  0
5528	  1
5540	  0
5555	  0
5557	  0
5571	  0
5573	  0
5583	  0
5585	  1
5590	  0
5595	  0
5598	  0
5650	  0
5654	  0
5664	  0
5667	  1
5675	  0
5691	  0
